,Barrio,acc_transito,homicidios,hurto_autos_x,hurto_comercial,hurto_autos_y,hurto_financieras,hurto_motos,conteo_hurto_residencial,conteo_lesiones_personales,conteo_pirateria,hurto_personas
2523,ANTONIO JOSE DE SUCRE III SECTOR E-5,,,,,,,,,,,
2524,VILLA ALEJANDRIA E-5,,,,,,,,,,,2.0
2525,URB. BALMORAL NORTE E-1,,,,,,,,,,,
2526,VILLA COLOMBIA E-7,,,,,,,,,,,2.0
2527,NIZA NORTE I SECTOR E-11,,,,,,,,,,,4.0
2528,EL UVAL II SECTOR E-5,,,,,,,,1.0,,,
2529,JUAN JOSE RONDON SECTOR LA CASONA E-19,,,,,,,,,,,2.0
2530,LA CANTARINA E-11,,,,,,,,,,,
2531,LOS CRISTALES E-8,,,,,,,,,,,2.0
2532,BRITALIA (SAN DIEGO) E-11,,,,,,,,,,,
2533,BOSQUES DE SUBA E-11,,,,,,,,1.0,,,3.0
2534,BRITALIA SECTOR LA MONEDA E-11,,,,,,,,,,,2.0
2535,ALMACEN ALKOSTO II E-16,,,,,,,,,,,
2536,CIUDAD SALITRE SPMZ I 25A E-9,,,,,,,,,,,2.0
2537,TONOLI II E-8,,,,,,,,,,,
2538,EL RECREO E-1,,,,,,,,,,,4.0
2539,CLINICA DEL OCCIDENTE E-8,,,,,,,,,,,2.0
2540,VILLA HERMOSA E-8,,,,,,,,,,,2.0
2541,LAS TORRES E-19,,,,,,,,,,,3.0
2542,BRIGARD E-13,,,,,,,,,,,
2543,ATAHUALPA II SECTOR E-9,,,,,,,,,,,
2544,CIUDAD KENNEDY SPMZ 7 E-8,,,,,,,,2.0,,,6.0
2545,SAN ANDRES AFIDRO E-11,,,,,,,,1.0,,,2.0
2546,BELLO HORIZONTE II SECTOR E-4,,,,,,,,,,,
2547,SAGRADO CORAZON E-1,,,,,,,,,1.0,,
2548,FLORIDABLANCA II SECTOR ETAPA I E-10,,,,,,,,,,,2.0
2549,BRISAS DE IBERIA E-11,,,,,,,,,4.0,,
2550,LA GIRALDA II SECTOR E-9,,,,,,,,,,,
2551,EL MUELLE II E-10,,,,,,,,,,,
2552,NIZA XII E-11,,,,,,,,1.0,,,3.0
2553,SANTA ISABEL E-11,,,,,,,,,,,2.0
2554,DANUBIO E-7,,,,,,,,1.0,,,
2555,FINCA SAN LUIS E-8,,,,,,,,,,,
2556,MANAGUA E-4,,,,,,,,,2.0,,2.0
2557,SAN JOSE OCCIDENTAL E-8,,,,,,,,,,,
2558,LA ESPERANZA ETAPA A E-9,,,,,,,,1.0,,,
2559,VILLAS DE LAS FLORES E-11,,,,,,,,,,,
2560,VILLA ADRIANA E-8,,,,,,,,2.0,2.0,,2.0
2561,SIDEL - TERRAZAS DE ORIENTE E-4,,,,,,,,,,,
2562,COMPENSAR II E-10,,,,,,,,,,,3.0
2563,BELLAVISTA E-11,,,,,,,,,,,
2564,LA VEGUITA E-7,,,,,,,,,,,
2565,SAN RAFAEL OBRERO E-16,,,,,,,,1.0,,,
2566,SAN ISIDRO NORTE E-11,,,,,,,,,,,
2567,LA ALAMEDA II SECTOR E-19,,,,,,,,1.0,,,
2568,LA FLORESTA E-14,,,,,,,,,,,
2569,LORENA E-10,,,,,,,,,,,
2570,URB. FUCHA Y SOCIEGO E-15,,,,,,,,,,,3.0
2571,VER. BOJACA,,,,,,,,,,,
2572,LA SULTANA E-11,,,,,,,,,,,
2573,VILLA SONIA II SECTOR E-8,,,,,,,,,1.0,,
2574,HACIENDA EL CEDRO E-1,,,,,,,,,,,
2575,PARQUE DE MILENTA II ETAPA E-16,,,,,,,,,2.0,,
2576,BELLAVISTA Y LOS PANTANOS E-9,,,,,,,,,,,
2577,ALTOS DEL SOL E-3,,,,,,,,,,,
2578,EL JARDIN E-11,,,,,,,,,,,
2579,CHICO CHICO E-2,,,,,,,,,,,
2580,TERMINAL SATELITE DEL NORTE,,,,,,,,,,,
2581,SAN DIEGO E-7,,,,,,,,2.0,1.0,,
2582,ANDES II Y III SECTOR E-12,,,,,,,,1.0,,,
2583,EL VELODROMO E-4,,,,,,,,1.0,,,
2584,CASAS FISCALES ESCUELA DE CABALLERIA E-1,,,,,,,,,1.0,,
2585,BRISAS E-9,,,,,,,,,1.0,,
2586,AMERICAS RESERVADO E-8,,,,,,,,,,,
2587,EL ROSAL E-2,,,,,,,,,,,
2588,NUEVO CORINTO SUBA E-11,,,,,,,,3.0,,,
2589,CIUDAD KENNEDY SPMZ 1 E-8,,,,,,,,,,,
2590,BRISAS DEL GALAN E-16,,,,,,,,,1.0,,
2591,SAN BERNARDINO SB E-7,,,,,,,,,,,
2592,LA ESTANZUELA E-7,,,,,,,,,,,
2593,RAMIREZ E-3,,,,,,,,1.0,,,
2594,MEISSEN E-6,,,,,,,,,,,
2595,URB. EL ROCIO E-1,,,,,,,,,,,
2596,MODELIA SECTOR D E-9,,,,,,,,,,,
2597,VILLAS DEL DORADO NORTE E-10,,,,,,,,2.0,,,
2598,VILLA CONSTANZA E-10,,,,,,,,1.0,1.0,,
2599,NUEVA ESCOCIA E-7,,,,,,,,,,,
2600,CLUB LOS ARRAYANES E-11,,,,,,,,1.0,,,
2601,CIUDADELA BOSQ SUBA E-11,,,,,,,,,,,
2602,LA SOLEDAD E-1,,,,,,,,,,,
2603,ZONAS NO UBICADAS E-3,,,,,,,,,,,
2604,ESCOCIA IX SECTOR E-7,,,,,,,,,1.0,,
2605,CAMINO VIEJO DE SAN CRISTOBAL E-4,,,,,,,,3.0,,,
2606,CAMPO VERDE E-7,,,,,,,,2.0,,,
2607,CHICO ORIENTAL E-2,,,,,,,,,,,
2608,SANTA MONICA E-12,,,,,,,,,,,
2609,MALVINAS E-4,,,,,,,,,1.0,,
2610,PALERMO SUR E-5,,,,,,,,,1.0,,
2611,SANTA LUCIA E-1,,,,,,,,,,,
2612,SAN LUIS SECTOR OCCIDENTAL E-13,,,,,,,,,,,
2613,CAMINO VERDE E-11,,,,,,,,,,,
2614,OASIS DE SAN JORGE E-11,,,,,,,,,,,
2615,CLARELANDIA DEL SUR E-7,,,,,,,,,,,
2616,SIERRA MORENA E-11,,,,,,,,,2.0,,
2617,LAS VIOLETAS E-4,,,,,,,,1.0,1.0,,
2618,BELLAVISTA SECTOR EL LUCERO E-4,,,,,,,,,,,
2619,LAGUNETA E-6,,,,,,,,,1.0,,
2620,LAS TORRES E-8,,,,,,,,,,,
2621,LA PALESTINA E-9,,,,,,,,,,,
2622,OIKOS E-8,,,,,,,,,,,
2623,URB. TIBABITA 188 E-1,,,,,,,,,,,
2624,SANTA LIBRADA SECTOR LA PEÑA E-5,,,,,,,,1.0,2.0,,
2625,LAS PALMITAS E-8,,,,,,,,1.0,2.0,,
2626,NUEVA MARSELLA II SECTOR E-8,,,,,,,,,1.0,,
2627,SOTILEZA E-11,,,,,,,,3.0,,,
2628,VEREDA EL OLARTE E-5,,,,,,,,,,,
2629,BOSQUES DE LA CANDELARIA E-19,,,,,,,,,1.0,,
2630,VILLA CASTILLA E-8,,,,,,,,1.0,,,
2631,VIRREY SOLIS E-12,,,,,,,,,,,
2632,IMPERIAL E-11,,,,,,,,1.0,,,
2633,NUEVA TIBABUYES I Y II SECTOR E-11,,,,,,,,,,,
2634,SANTA CATALINA 1 Y 2 E-8,,,,,,,,1.0,,,
2635,URB. ACAPULCO E-19,,,,,,,,,3.0,,
2636,VILLA GLORIA LAS MANITAS E-19,,,,,,,,,,,
2637,NUEVA ESPAÑA E-4,,,,,,,,,,,
2638,SAN JOSE OBRERO E-10,,,,,,,,1.0,1.0,,
2639,LA SULTANA DEL SUR E-7,,,,,,,,,,,
2640,SANTA ANA E-9,,,,,,,,1.0,,,
2641,BAHIA E-1,,,,,,,,,,,
2642,LA FUENTE DEL DORADO II SECTOR E-9,,,,,,,,,,,
2643,INTERNACIONAL (ELCHITAL I SECTOR) E-9,,,,,,,,,,,
2644,LOTE AV. 68 POR AV. DE LAS AMERICAS E-8,,,,,,,,,,,
2645,LOS ANGELES IV E-10,,,,,,,,,,,
2646,CAMPO HERMOSO E-7,,,,,,,,,,,
2647,TENCHE,,,,,,,,2.0,,,
2648,EL JARDIN E-9,,,,,,,,,,,
2649,ATANASIO GIRARDOT E-3,,,,,,,,,1.0,,
2650,QUIROGA VIII ETAPA E-18,,,,,,,,2.0,,,
2651,SOATAMA E-1,,,,,,,,,,,
2652,VENECIA E-9,,,,,,,,1.0,,,
2653,PORVENIR ZONA C E-19,,,,,,,,,,,
2654,AYACUCHO SUR E-4,,,,,,,,,,,
2655,SURAMERICANA E-4,,,,,,,,,1.0,,
2656,EL PANTANITO E-1,,,,,,,,,1.0,,
2657,LOS VIRREYES II E-1,,,,,,,,,,,
2658,CARMENZA E-9,,,,,,,,,,,
2659,CORDOBA AÑO 1919 E-14,,,,,,,,,1.0,,
2660,LA DULZURA E-9,,,,,,,,,,,
2661,LA CAÑIZA SECTOR I E-11,,,,,,,,1.0,,,
2662,TURBAY AYALA E-3,,,,,,,,,2.0,,
2663,EL DIVINO NIÑO E-19,,,,,,,,2.0,7.0,,
2664,PUNTO 116 E-11,,,,,,,,,,,
2665,SAN CAYETANO E-5,,,,,,,,,,,
2666,CAMAVIEJA E-13,,,,,,,,,3.0,,
2667,FRANCISCO JOSE DE CALDAS E-18,,,,,,,,,,,
2668,LA CASTELLANA OCCIDENTAL E-12,,,,,,,,,,,
2669,PORTAL DEL MORTIÑO E-10,,,,,,,,,,,
2670,RODESIA I ETAPA E-11,,,,,,,,,,,
2671,EL MIRADOR SUR I Y II E-18,,,,,,,,,,,
2672,BOSQUE EL RETIRO E-2,,,,,,,,,,,
2673,CEMENTERIO (USME) E-5,,,,,,,,,,,
2674,PALESTINA E-9,,,,,,,,,2.0,,
2675,VEGAS DE SANTANA E-7,,,,,,,,,,,
2676,VILLA CRISTINA ETAPA III E-10,,,,,,,,,,,
2677,LA CUMBRE,,,,,,,,,,,
2678,AVENIDA CUNDINAMARCA E-16,,,,,,,,1.0,3.0,,
2679,COPIHUE,,,,,,,,,,,
2680,DANUBIO OCCIDENTAL E-1,,,,,,,,,,,
2681,BARRIOS UNIDOS E-19,,,,,,,,,,,
2682,LAS MALVINAS E-4,,,,,,,,,,,
2683,EL SALITRE MZ E E-13,,,,,,,,,,,
2684,EL PORVENIR PARCELA 17 A Y B E-7,,,,,,,,,,,
2685,SIETE DE AGOSTO,,,,,,,,,,,
2686,LA SALINA E-10,,,,,,,,1.0,1.0,,
2687,EL REFUGIO DE SUBA E-11,,,,,,,,,,,
2688,CONJUNTO RESIDENCIAL MENDIGUACA E-12,,,,,,,,,,,
2689,LAS FLORES E-5,,,,,,,,,1.0,,
2690,GUICANI URBANIZACION E-11,,,,,,,,,,,
2691,C.A.D. IMPUESTOS E-13,,,,,,,,,,,
2692,HOSPITAL MILITAR E-2,,,,,,,,,,,
2693,EL PORTAL SAN BERNARDINO E-7,,,,,,,,,2.0,,
2694,CALLE 79 E-2,,,,,,,,,,,
2695,POLICARPA SALAVARRIETA E-1,,,,,,,,,1.0,,
2696,LOTE SAN RICARDO PAMPURI E-4,,,,,,,,,,,
2697,EL CERRO E-2,,,,,,,,1.0,,,
2698,LA AURORA E-11,,,,,,,,,2.0,,
2699,PABLO VIH II SECTOR 3 ETAPA E-13,,,,,,,,,,,
2700,CIUDADELA PARQUE DE LA ROCA E-4,,,,,,,,,,,
2701,CLARETIANO E-7,,,,,,,,,,,
2702,MILLAN LOS SAUCES E-19,,,,,,,,1.0,,,
2703,CEMENTERIO CENTRAL E-14,,,,,,,,,,,
2704,POTOSI I SECTOR E-11,,,,,,,,,,,
2705,BARLOVENTO E-7,,,,,,,,,,,
2706,LA LIBERTAD III SECTOR E-7,,,,,,,,,,,
2707,EL CEDRO E-11,,,,,,,,,,,
2708,RESTREPO SECTOR LUNA PARK E-15,,,,,,,,,1.0,,
2709,VILLA PATRICIA I SECTOR I ETAPA E-11,,,,,,,,,,,
2710,EL TIBER E-8,,,,,,,,,,,
2711,LA ABADIA E-9,,,,,,,,,,,
2712,TENERIFE II E-5,,,,,,,,,,,
2713,SANTA MATILDE II SECTOR E-16,,,,,,,,,,,
2714,GUILLERMO NUÑEZ E-11,,,,,,,,,,,
2715,LOS PATIOS E-1,,,,,,,,,1.0,,
2716,INDUSTRIAL SAN MARTIN E-16,,,,,,,,,,,
2717,CERROS DE ORIENTE II SECTOR E-18,,,,,,,,,,,
2718,VILLAS DE VIZCAYA E-7,,,,,,,,,1.0,,
2719,LA FLORIDA E-9,,,,,,,,,,,
2720,DELICIAS NORTE,,,,,,,,,,,
2721,LOS PORTALES DEL NORTE III E-11,,,,,,,,,,,
2722,PUERTA AL LLANO II E-5,,,,,,,,,,,
2723,LA FISCALA NORTE E-5,,,,,,,,1.0,,,
2724,SAN FASON CIUDADELA RESIDENCIAL E-14,,,,,,,,,,,
2725,SANTA CECILIA PARTE BAJA E-1,,,,,,,,,1.0,,
2726,EL RECUERDO E-11,,,,,,,,,,,
2727,EL DESCANSO E-8,,,,,,,,,,,
2728,NUEVA GRANADA II SECTOR E-7,,,,,,,,,,,
2729,RINCON VILLA MAYOR E-6,,,,,,,,,,,
2730,SAN ANTONIO IDEAL E-3,,,,,,,,,,,
2731,TUNA ALTA SECTOR BELLA VISTA E-11,,,,,,,,,1.0,,
2732,BARRIO EL CAMPIN,,,,,,,,,,,
2733,LA ESPERANZA E-11,,,,,,,,1.0,1.0,,
2734,SAN ANTONIO E-12,,,,,,,,,,,
2735,EL BOSQUE E-19,,,,,,,,,,,
2736,LAS COLINAS DE PRADO E-11,,,,,,,,1.0,,,
2737,UNIDAD RESIDENCIAL AYACUCHO II E-8,,,,,,,,1.0,,,
2738,CASIGUA E-11,,,,,,,,,,,
2739,TINTALITO II E-8,,,,,,,,1.0,,,
2740,TIGUAQUE E-4,,,,,,,,,1.0,,
2741,JUAN PABLO I,,,,,,,,,,,
2742,EL RINCON DE MODELIA E-9,,,,,,,,,,,
2743,LA ESTRELLA E-14,,,,,,,,,,,
2744,EL CEREZO E-11,,,,,,,,,,,
2745,CEDRO GOLF CLUB I SECTOR E-1,,,,,,,,1.0,,,
2746,BOSQUES DE GRANADA II SECTOR E-10,,,,,,,,3.0,,,
2747,AFIDRO E-10,,,,,,,,,,,
2748,LOS PINOS E-10,,,,,,,,,2.0,,
2749,LA PROVIDENCIA E-18,,,,,,,,,,,
2750,MARSELLA SECTOR NORTE I ETAPA E-8,,,,,,,,,,,
2751,EL PARADERO E-7,,,,,,,,,1.0,,
2752,LAUELES II E-10,,,,,,,,,,,
2753,CHUCUA DEL JABOQUE E-10,,,,,,,,,,,
2754,AMERICA E-2,,,,,,,,,,,
2755,EL PORVENIR SAN LUIS E-7,,,,,,,,,,,
2756,LAS VEGAS DE POTOSI E-19,,,,,,,,,1.0,,
2757,GILMAR II E-11,,,,,,,,1.0,,,
2758,LA VEGA E-7,,,,,,,,,,,
2759,PABLO VI,,,,,,,,,,,
2760,GRANJA EL RINCONCITO E-7,,,,,,,,,,,
2761,CENTAUROS E-10,,,,,,,,,,,
2762,EL ROCIO CENTRO ORIENTAL E-3,,,,,,,,1.0,,,
2763,PUERTA EL SOL E-10,,,,,,,,,,,
2764,LAS PALMAS NORTE E-10,,,,,,,,1.0,,,
2765,SAN JOSE DE TARBES E-1,,,,,,,,1.0,,,
2766,JAQUELINE E-7,,,,,,,,2.0,,,
2767,EL MORISCO E-10,,,,,,,,,1.0,,
2768,BUENOS AIRES E-5,,,,,,,,1.0,,,
2769,EL PORTAL DE J.J. VARGAS E-12,,,,,,,,1.0,,,
2770,MIRADOR DE LA PRIMAVERA E-19,,,,,,,,,2.0,,
2771,LUCERO BAJO SECTOR LA CONQUISTA E-19,,,,,,,,,,,
2772,CEDRO FLORENCIA POTREROS ALAMOS NO E-10,,,,,,,,,2.0,,
2773,RIO DE JANEIRO - EL PESEBRE E-18,,,,,,,,,,,
2774,LA MARQUEZA E-18,,,,,,,,1.0,,,
2775,SAN MIGUEL E-18,,,,,,,,,,,
2776,SAN PEDRO,,,,,,,,,,,
2777,EL COROZO E-1,,,,,,,,,,,
2778,SIERRA E-4,,,,,,,,,,,
2779,BARANDILLAS,,,,,,,,,,,
2780,RINCON DEL SALITRE E-12,,,,,,,,,,,
2781,EL TRIUNFO,,,,,,,,,,,
2782,BOLIVIA E-9,,,,,,,,,,,
2783,ROMERO CONTI E-18,,,,,,,,,,,
2784,TARRAGONA E-9,,,,,,,,,,,
2785,VILLA ANNY II E-7,,,,,,,,,1.0,,
2786,BOMBAY E-8,,,,,,,,,,,
2787,EL PORTAL E-10,,,,,,,,,,,
2788,BALMORAL I ETAPA E-19,,,,,,,,,2.0,,
2789,COLSEGUROS UNIDAD RESIDENCIAL E-14,,,,,,,,,,,
2790,ALMACEN CARULLA MODELIA E-9,,,,,,,,,,,
2791,EL PORTAL E-9,,,,,,,,,,,
2792,BOSQUES DE MODELIA II ETAPA E-9,,,,,,,,,,,
2793,MARATU E-10,,,,,,,,2.0,,,
2794,CIUDAD KENNEDY ORIENTAL SPMZ 3 E-8,,,,,,,,,1.0,,
2795,MULTIFAMILIAR LAS BRISAS E-4,,,,,,,,,,,
2796,RINCON DE CASTILLA E-8,,,,,,,,,,,
2797,PALERMO SUR EL TRIANGULO E-18,,,,,,,,,,,
2798,A.S.D. E-1,,,,,,,,,,,
2799,URIBIA E-11,,,,,,,,,,,
2800,VILLA ALEMANA II SECTOR E-5,,,,,,,,1.0,,,
2801,SANTA LIBRADA LA ESPERANZA E-5,,,,,,,,,,,
2802,CIUDAD KENNEDY SPMZ 5 E-8,,,,,,,,,,,
2803,CALARCA II E-8,,,,,,,,,,,
2804,SALINAS E-10,,,,,,,,2.0,1.0,,
2805,CASA BLANCA E-1,,,,,,,,,,,
2806,LAS AMERICAS I SECTOR E-8,,,,,,,,,,,
2807,LA FLORIDA,,,,,,,,,,,
2808,LAS DELICIAS E-2,,,,,,,,,,,
2809,SAN LUIS E-11,,,,,,,,,,,
2810,VILLA RICA E-8,,,,,,,,,1.0,,
2811,HACIENDA DE TECHO LOTE 1 E-8,,,,,,,,,,,
2812,BELLAVISTA II SECTOR E-5,,,,,,,,,,,
2813,NUEVO HORIZONTE E-1,,,,,,,,,,,
2814,MORAVIA II E-8,,,,,,,,,,,
2815,PABLO VIH E-7,,,,,,,,1.0,,,
2816,TIBAITATA E-1,,,,,,,,1.0,1.0,,
2817,CASA BLANCA SUBA II E-11,,,,,,,,,,,
2818,PROTABACO BOSA E-19,,,,,,,,,,,
2819,VER. SAN FRANCISCO,,,,,,,,,,,
2820,CHICO RESERVADO II SECTOR E-2,,,,,,,,,,,
2821,LA HERRRADURA E-4,,,,,,,,,,,
2822,CAMARA DE COMERCIO E-3,,,,,,,,,,,
2823,LA FLORA E-5,,,,,,,,,1.0,,
2824,CIUDAD KENNEDY SPMZ 10 E-8,,,,,,,,,,,
2825,SAN JORGE NORTE E-10,,,,,,,,1.0,,,
2826,LA ESPERANZA 1 Y 2 EL ENCANTO E-11,,,,,,,,,,,
2827,MARRUECOS II SECTOR E-18,,,,,,,,,1.0,,
2828,LA GRAN AMERICA E-13,,,,,,,,,,,
2829,EL RINCON DE BOSA E-7,,,,,,,,,,,
2830,VISION DE ORIENTE E-18,,,,,,,,,,,
2831,LA MARIA E-5,,,,,,,,,,,
2832,BALCONES DE LA CALLEJA E-1,,,,,,,,,,,
2833,RESIDENCIAL SUBA E-11,,,,,,,,1.0,,,
2834,LA FLORESTA DE LA SABANA E-1,,,,,,,,,,,
2835,LA SELVA E-4,,,,,,,,,,,
2836,"QUIROGA IV, V Y VI ETAPA E-18",,,,,,,,,,,
2837,EL PORVENIR E-9,,,,,,,,,,,
2838,PORTAL DE LOS ANGELES E-11,,,,,,,,,,,
2839,PIAMONTE II SECTOR E-7,,,,,,,,,,,
2840,VILLA LILIANA E-8,,,,,,,,,1.0,,
2841,CASA BLANCA NORTE E-1,,,,,,,,,,,
2842,LA SONORA E-1,,,,,,,,,,,
2843,LA ESMERALDA SUR E-19,,,,,,,,,1.0,,
2844,REVIVIR E-18,,,,,,,,,,,
2845,JARDIN NORTE E-1,,,,,,,,,,,
2846,LOS LIBERTADORES SAN JOSE E-4,,,,,,,,1.0,,,
2847,EL CEDRAL I ETAPA E-1,,,,,,,,,,,
2848,BOSQUE DE GRATAMIRA E-11,,,,,,,,,,,
2849,MACONDO Y CARMEN E-18,,,,,,,,,,,
2850,EL CENTENARIO E-15,,,,,,,,,,,
2851,SANTIAGO DE LAS ATALAYAS III E-7,,,,,,,,,,,
2852,LA CAPILLA DE SUBA E-11,,,,,,,,1.0,,,
2853,VALLE REFOUS E-11,,,,,,,,1.0,,,
2854,ARBOLEDA E-7,,,,,,,,,1.0,,
2855,EL PARAISO E-5,,,,,,,,1.0,,,
2856,LA FLORIDA BRITALIA NORTE E-11,,,,,,,,,,,
2857,EL REFUGIO LA ZELFITA E-9,,,,,,,,3.0,,,
2858,LAS LUCES E-8,,,,,,,,3.0,,,
2859,EL SALITRE LUIS MARIA FERNANDEZ E-10,,,,,,,,2.0,,,
2860,LA ESMERALDA E-5,,,,,,,,2.0,,,
2861,DOÑA LILIANA E-5,,,,,,,,2.0,,,
2862,TIHUAQUE E-5,,,,,,,,2.0,,,
2863,"ESCOCIA VI. SECTORES I, II, III E-7",,,,,,,,2.0,,,
2864,BOSQUE DE MEDINA E-1,,,,,,,,2.0,,,
2865,CHIGUAZA E-5,,,,,,,,2.0,2.0,,
2866,MINUTO DE MARIA E-19,,,,,,,,2.0,,,
2867,SALAZAR E-1,,,,,,,,2.0,,,
2868,CIUDAD KENNEDY NORTE SPMZ 12A E-8,,,,,,,,2.0,1.0,,
2869,TECHO BAVARIA II SECTOR E-8,,,,,,,,2.0,,,
2870,VILLA GLADIS NORTE E-10,,,,,,,,1.0,,,
2871,PLAZUELAS DEL VIRREY III ETAPA E-10,,,,,,,,1.0,,,
2872,TALAVERA E-8,,,,,,,,1.0,,,
2873,HACIENDA SAN SIMON E-11,,,,,,,,1.0,,,
2874,LA ESPERANZA E-1,,,,,,,,1.0,,,
2875,MANARU E-19,,,,,,,,1.0,,,
2876,LAS MERCEDES E-14,,,,,,,,1.0,,,
2877,EUROPA E-10,,,,,,,,1.0,,,
2878,QUINTAS DEL PLAN SOCIAL E-5,,,,,,,,1.0,,,
2879,SAN JORGE CENTRAL II SECTOR E-15,,,,,,,,1.0,,,
2880,RINCON ESCUELA E-11,,,,,,,,1.0,,,
2881,VILLA SANDRA E-10,,,,,,,,1.0,,,
2882,SAN SEBASTIAN E-9,,,,,,,,1.0,1.0,,
2883,EL TRIUNFO SAN BERNARDINO E-7,,,,,,,,1.0,1.0,,
2884,ISABELA II E-10,,,,,,,,1.0,,,
2885,SALAMANCA Y CALATAYUD E-11,,,,,,,,1.0,,,
2886,VILLA LILIANA E-9,,,,,,,,1.0,,,
2887,SAN JUAN DE SUBA E-11,,,,,,,,1.0,,,
2888,PEÑON DEL CORTEJO III SECTOR E-19,,,,,,,,1.0,,,
2889,THALIA E-9,,,,,,,,1.0,,,
2890,TENERIFE II SECTOR E-5,,,,,,,,1.0,,,
2891,CALLE REAL E-1,,,,,,,,1.0,,,
2892,EL VOLADOR E-19,,,,,,,,1.0,,,
2893,SANTA LIBRADA GRANJAS DE SAN PEDRO E-5,,,,,,,,1.0,,,
2894,SINALOA E-8,,,,,,,,1.0,,,
2895,LOS SAUCES NORTE E-1,,,,,,,,1.0,,,
2896,GIRALDILLA II E-8,,,,,,,,1.0,3.0,,
2897,VILLA ANDRES E-8,,,,,,,,1.0,,,
2898,VILLA BEATRIZ E-9,,,,,,,,1.0,,,
2899,LONDRES E-4,,,,,,,,1.0,1.0,,
2900,EL JORDAN E-8,,,,,,,,1.0,,,
2901,COMPOSTELA III E-5,,,,,,,,1.0,,,
2902,PORTAL II ETAPA E-5,,,,,,,,1.0,2.0,,
2903,EL PALMAR III E-10,,,,,,,,1.0,,,
2904,EL TRIUNFO E-18,,,,,,,,1.0,,,
2905,EL PORTAL II SECTOR E-18,,,,,,,,1.0,,,
2906,LOS PUENTES E-18,,,,,,,,1.0,1.0,,
2907,PROVIDENCIA E-7,,,,,,,,1.0,1.0,,
2908,PREDIO TINTAL CENTRAL E-8,,,,,,,,1.0,,,
2909,SANTA MARIA E-8,,,,,,,,1.0,,,
2910,ALCAZABA DOCE DE OCTUBRE E-12,,,,,,,,1.0,2.0,,
2911,EL CONSUELO E-3,,,,,,,,1.0,2.0,,
2912,ADRIANA DEL PILAR E-11,,,,,,,,1.0,,,
2913,NUEVO PENINSULA SUR E-18,,,,,,,,1.0,,,
2914,CLINICA DE LA PAZ E-8,,,,,,,,1.0,,,
2915,VILLABEL E-4,,,,,,,,1.0,,,
2916,SUMAPAZ E-8,,,,,,,,1.0,,,
2917,ALTAMIRA E-11,,,,,,,,1.0,,,
2918,TUNA ALTA SECTOR EL ROSAL E-11,,,,,,,,1.0,,,
2919,MONTE VERDE E-11,,,,,,,,1.0,,,
2920,SAN JOSE DE LAS GRANJAS E-10,,,,,,,,1.0,,,
2921,PRADOS DEL SALITRE E-11,,,,,,,,1.0,,,
2922,EL RAMAJAL (SAN PEDRO) E-4,,,,,,,,1.0,,,
2923,LOS OCALES DE NIZA E-11,,,,,,,,1.0,,,
2924,TAYRONA E-8,,,,,,,,1.0,,,
2925,ROGOSA E-11,,,,,,,,1.0,,,
2926,AVENIDA CENTENARIO E-9,,,,,,,,1.0,,,
2927,EL CUCO E-9,,,,,,,,1.0,,,
2928,PATICOS E-19,,,,,,,,1.0,,,
2929,EL PINAR LA FRAGUA I ETAPA E-11,,,,,,,,1.0,,,
2930,CERRO VERDE E-2,,,,,,,,1.0,,,
2931,MIRADOR DE ALCALA E-19,,,,,,,,1.0,,,
2932,CORINTO E-9,,,,,,,,1.0,,,
2933,SAN RAFAEL NORTE 2 E-11,,,,,,,,1.0,,,
2934,LA PAZ E-4,,,,,,,,1.0,1.0,,
2935,CASA BLANCA SECTOR BELLAVISTA E-11,,,,,,,,1.0,,,
2936,COLPATRIA SANTA HELENA E-11,,,,,,,,1.0,,,
2937,VILLA DE LOS COMUNEROS E-7,,,,,,,,1.0,,,
2938,VILLA GLADYS II SECTOR E-18,,,,,,,,1.0,,,
2939,PORTAL DEL LLANO E-5,,,,,,,,1.0,,,
2940,CONJUNTO RESIDENCIAL LAS ORQUIDEAS E-1,,,,,,,,1.0,,,
2941,BULEVAR DEL SUR E-5,,,,,,,,1.0,1.0,,
2942,TARBES DE SAN JOSE E-1,,,,,,,,1.0,,,
2943,NACIONES UNIDAS SECTOR SANTA ROSA E-19,,,,,,,,1.0,,,
2944,LA CAÑIZA SECTOR II E-11,,,,,,,,1.0,,,
2945,GINEBRA NORTE E-1,,,,,,,,1.0,,,
2946,BRAZUELOS OCCIDENTAL E-19,,,,,,,,1.0,,,
2947,CHORRILLOS E-11,,,,,,,,1.0,,,
2948,NUEVO COUNTRY II SECTOR E-1,,,,,,,,1.0,,,
2949,LA PROVIDENCIA MEDIA E-18,,,,,,,,1.0,,,
2950,CORINTO E-4,,,,,,,,1.0,,,
2951,CERROS DE SOTILEZA E-11,,,,,,,,1.0,,,
2952,LAS VILLAS III SECTOR E-11,,,,,,,,1.0,,,
2953,LA FLORIDA IV SECTOR E-7,,,,,,,,1.0,,,
2954,LA PAZ SAN IGNACIO LAS VEGAS DE BOSA E-7,,,,,,,,1.0,,,
2955,ALCANTUZ E-5,,,,,,,,1.0,,,
2956,LOS LAURELES E-10,,,,,,,,1.0,1.0,,
2957,ALTAMIRA SANTA TERESA E-4,,,,,,,,,11.0,,
2958,CASA EN EL PRADO SAN PEDRO E-11,,,,,,,,,7.0,,
